language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
boru1252,-,-,-,n,-,e,-,-,-,-,-,e,N
chim1309,-,-,-,h,-,i,-,-,-,-,-,-,-
dora1242,-,-,-,S,-,i,t,-,-,t,-,a,-
ngab1239,-,-,-,h,-,i,-,-,-,-,-,-,-
bugl1243,-,-,-,h,-,o,-,-,-,-,-,-,-
brib1243,-,-,d,Z,-,a,-,-,-,L,a,a,-
cabe1245,-,-,d,Z,-,a,-,-,-,L,a,a,-
teri1250,i,i,r,b,o,o,-,-,-,b,o,o,N
male1297,-,-,-,-,-,-,-,-,-,Z,-,u,-
sanb1242,-,-,-,-,-,i,-,k,a,l,-,a,-
rama1270,-,-,-,N,-,u,n,N,u,n,-,-,-
mala1522,-,-,-,-,-,i,n,g,u,n,-,a,-
chib1270,-,-,-,-,-,i,-,-,-,-,-,e,-
bari1297,-,-,-,s,-,i,-,-,-,k,-,3,-
maya1285,-,-,-,t,-,a,-,-,-,-,-,-,-
ulwa1239,-,-,-,t,-,a,-,-,-,-,-,-,-
caca1247,-,-,-,l,-,a,-,-,-,p,-,-,-
misk1235,-,-,-,y,-,a,-,-,-,b,-,a,l
lenc1242,-,-,-,k,-,i,-,-,-,-,-,i,n
lenc1243,-,-,-,k,-,i,-,-,-,-,-,-,n
pech1241,-,-,-,t,-,a,-,-,-,h,-,-,-
