language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
oroq1238,-,n,-,u,-,-,-,o,-,d,a,-,-
hail1248,-,n,-,-,-,-,-,o,-,d,a,-,-
negi1245,d,Z,-,-,-,-,-,o,-,l,o,t,S
negi1245,d,Z,-,-,-,-,-,o,-,l,o,t,-
hiss1234,-,n,-,-,-,-,-,o,-,d,a,-,-
solo1263,-,n,-,-,-,-,-,u,-,d,a,-,-
kuro1242,-,n,-,a,-,N,G,a,-,l,a,-,-
kuro1242,-,n,-,o,-,-,-,-,-,d,a,-,-
nana1257,-,n,-,a,-,N,G,a,-,l,a,-,-
nana1257,-,n,-,a,-,N,-,a,-,l,a,-,-
nana1257,-,d,z,o,-,l,-,o,-,l,a,-,-
ulch1241,-,5,-,-,-,-,-,a,-,l,a,-,-
ulch1241,d,Z,-,o,-,l,-,o,-,l,o,-,-
orok1265,-,m,-,3,-,t,-,3,-,l,3,-,-
oroc1248,d,Z,-,o,-,l,-,o,-,d,o,-,-
udih1248,-,w,-,u,-,w,-,3,n,d,3,-,-
udih1248,d,Z,-,o,-,l,-,o,-,d,o,-,-
kile1243,-,n,-,-,-,-,-,o,-,t,o,-,-
even1260,-,n,-,o,-,-,-,o,-,d,a,a,X
manc1252,-,m,-,-,-,-,-,a,q,t,a,-,-
manc1252,-,f,-,-,-,-,-,a,-,X,a,-,-
xibe1242,-,v,-,i,-,-,-,o,-,l,i,-,-
xibe1242,-,x,-,o,s,x,-,o,-,l,3,-,-
