language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
ulch1241,t,-,a,-,-,-,m,-,n,-,-,-,a,-,-,-,-,-,-
nana1257,t,-,a,-,-,-,m,-,n,-,-,-,a,-,-,-,-,-,-
nana1257,t,-,a,-,-,-,m,-,5,-,-,-,a,-,-,-,-,-,-
nana1257,t,-,a,-,-,-,m,-,n,-,-,-,a,-,-,-,-,-,-
orok1265,t,-,o,-,-,-,m,-,n,-,-,-,o,-,-,-,-,-,-
oroc1248,t,-,a,-,-,-,m,-,n,-,-,-,a,-,-,-,-,-,-
udih1248,t,h,a,-,-,-,m,-,n,-,-,y,E,-,-,-,-,-,-
oroq1238,t,-,a,-,-,-,m,-,n,-,-,-,a,-,-,-,-,-,-
negi1245,t,-,a,-,-,-,m,-,n,a,k,s,a,-,-,-,-,-,-
kile1243,t,h,a,-,-,-,m,-,n,-,-,-,3,k,-,-,h,s,3
even1260,X,-,e,-,-,-,b,-,g,-,-,-,i,-,-,-,-,-,-
even1260,t,-,a,a,X,n,m,-,-,-,-,-,a,r,i,i,X,-,-
manc1252,t,-,a,-,-,l,m,a,n,-,-,-,-,-,-,-,-,-,-
xibe1242,t,h,o,-,-,l,m,3,n,-,-,-,-,-,-,-,-,-,-
