language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
oroq1238,n,e,x,e,-,m,-,-,n,-,a,-,-,-
hail1248,5,i,k,i,n,m,-,-,-,-,a,-,-,-
negi1245,-,-,-,-,-,m,-,o,N,x,o,-,n,-
hiss1234,5,i,k,i,-,m,-,-,5,-,a,-,-,-
hiss1234,n,i,k,i,-,m,-,-,n,-,a,-,-,-
hiss1234,-,-,-,-,-,m,-,o,N,-,o,-,n,-
ilim1234,-,-,-,-,-,m,-,o,N,-,o,-,n,-
nort3334,5,i,k,i,-,m,-,-,n,-,a,-,-,-
solo1263,n,i,x,a,-,m,-,-,-,-,-,-,-,-
kuro1242,-,-,-,-,-,m,-,o,N,-,o,-,n,-
nana1257,-,-,-,-,-,m,-,o,N,-,o,-,-,-
nana1257,-,-,-,-,-,m,w,o,N,w,o,-,n,-
ulch1241,-,-,-,-,-,m,-,o,N,g,o,-,-,-
orok1265,-,-,-,-,-,-,-,-,k,-,o,-,T,i
orok1265,-,-,-,-,-,m,-,o,N,-,o,-,-,-
oroc1248,-,-,-,-,-,m,-,o,N,-,o,-,-,-
udih1248,-,-,-,-,-,m,-,-,-,-,e,-,-,-
kile1243,-,-,-,-,-,m,-,3,i,f,3,-,n,-
even1260,5,i,-,i,X,q,-,a,-,-,a,X,n,-
manc1252,-,-,-,-,-,m,3,i,-,f,3,-,n,-
xibe1242,-,-,-,-,-,b,-,i,l,x,o,-,-,-
xibe1242,-,-,-,-,-,m,-,i,-,v,i,-,n,-
