language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
ulch1241,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,d,Z,e,-,-,-
nana1257,-,-,-,-,-,-,e,-,s,y,-,e,-,-,x,t,-,a,-,-,-
nana1257,-,-,-,-,-,-,e,-,s,y,-,e,-,-,k,t,-,a,-,-,-
nana1257,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,t,-,a,-,-,-
nana1257,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,e,-,a,-,-,-
orok1265,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,d,Z,E,-,-,-
oroc1248,-,-,-,-,-,-,a,-,-,5,-,-,-,-,-,d,Z,i,-,-,-
udih1248,-,-,-,-,-,-,a,i,a,N,-,a,-,-,-,d,z,a,-,-,-
oroq1238,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-
negi1245,-,-,-,-,-,-,a,-,-,5,N,i,d,a,g,d,-,a,-,-,-
negi1245,-,-,-,-,-,-,a,-,-,5,N,i,-,-,-,d,-,a,-,-,-
kile1243,i,C,h,t,S,h,a,-,k,h,-,-,-,-,-,t,h,3,-,-,-
even1260,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,g,-,a,a,X,x
manc1252,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,t,S,i,-,-,-
xibe1242,-,-,-,-,-,-,i,-,-,s,-,-,-,-,-,t,h,3,-,-,-
