language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
oroq1238,-,u,-,-,-,l,-,a,-,r,-,-,e,-,-,n,-
hail1248,-,u,-,-,-,l,-,a,-,r,-,-,i,-,-,n,-
negi1245,x,o,-,-,-,l,-,a,-,y,-,-,i,-,-,n,-
hiss1234,h,o,-,-,-,r,-,i,-,-,-,-,-,-,-,n,-
hiss1234,h,o,-,-,-,l,b,a,-,-,-,-,-,-,-,m,a
hiss1234,h,u,-,-,-,l,-,a,-,r,-,-,i,-,-,n,-
hiss1234,h,u,-,-,-,l,-,a,-,-,-,-,-,-,-,m,a
ilim1234,x,o,-,-,-,l,b,a,-,-,-,-,-,-,-,m,a
nort3334,h,u,-,-,-,l,-,a,-,-,-,-,-,-,-,m,a
solo1263,-,u,-,-,-,l,-,a,-,r,-,-,i,-,-,N,-
kuro1242,s,3,-,g,-,d,-,-,-,Z,-,-,3,-,-,n,-
nana1257,s,3,-,g,-,d,-,-,-,Z,-,-,3,-,-,n,-
nana1257,f,o,-,-,-,l,y,-,-,G,-,-,E,-,-,n,-
ulch1241,s,3,-,g,-,d,-,-,-,Z,-,-,3,-,-,-,-
orok1265,S,3,-,g,-,d,-,-,-,-,-,-,3,-,-,-,-
oroc1248,s,3,-,g,-,d,-,-,-,Z,-,-,3,-,-,-,-
udih1248,s,3,-,g,-,d,-,-,-,Z,-,-,3,-,-,-,-
udih1248,x,u,-,l,a,l,y,i,x,y,-,-,i,-,-,-,-
kile1243,f,v,-,-,-,L,k,i,-,y,-,-,E,-,-,n,-
even1260,X,u,u,X,l,l,-,a,a,X,t,i,i,-,-,X,-
even1260,X,u,u,X,l,l,-,a,a,X,5,a,a,-,-,X,-
manc1252,f,u,-,-,-,l,-,-,-,g,-,y,i,y,a,n,-
jurc1239,f,u,-,-,-,l,-,-,-,-,-,-,i,-,a,n,-
xibe1242,f,3,-,-,-,l,-,-,-,g,-,-,i,-,o,n,-
