language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
oroq1238,-,t,-,o,N,g,o,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,n,-,-
negi1245,-,t,-,o,N,g,u,-,-,-,l,-,-,i,-,-,-,-,-,-,-,k,-,-,-,i,-,n,-,-
hiss1234,-,-,-,-,m,-,3,k,-,-,t,S,-,3,-,-,-,-,-,-,-,m,-,-,-,3,-,-,-,-
hiss1234,-,t,S,u,m,b,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,i,-,-,-,-
hiss1234,-,-,-,-,m,-,3,-,-,-,r,-,-,3,-,-,-,-,-,-,-,m,-,-,-,3,-,-,-,-
hiss1234,-,-,-,-,m,-,u,-,-,-,r,-,-,u,-,-,-,-,-,-,-,m,3,-,-,3,-,-,-,-
hiss1234,-,-,-,-,m,-,u,-,-,-,r,-,-,u,-,-,-,-,-,-,-,k,-,-,-,i,-,-,-,-
ilim1234,-,-,-,-,m,-,u,-,-,-,r,-,-,u,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-
nort3334,-,-,-,-,m,-,u,-,-,-,r,-,-,u,-,-,-,-,-,-,-,k,-,-,-,3,-,-,-,-
solo1263,d,Z,-,a,N,g,a,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-
solo1263,-,b,-,a,N,g,a,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuro1242,-,-,-,-,b,-,o,-,-,-,N,-,-,-,-,G,-,a,l,-,-,k,-,-,y,i,-,n,-,-
kuro1242,-,-,-,-,m,-,u,-,-,-,r,-,-,u,-,m,-,u,r,-,-,-,-,-,-,u,-,-,-,-
nana1257,-,-,-,-,b,-,3,N,g,3,l,b,-,3,-,N,g,3,l,-,-,b,-,-,y,i,-,-,-,-
nana1257,-,-,-,-,b,-,o,N,G,a,l,b,-,o,-,N,G,a,l,-,-,b,-,-,y,i,-,-,-,-
nana1257,-,-,-,-,b,-,o,N,-,-,G,-,-,a,-,b,-,o,N,-,-,G,a,b,y,i,-,-,-,-
nana1257,-,-,-,-,b,w,o,N,-,a,l,b,w,o,-,N,-,a,l,-,-,-,-,-,b,i,-,-,-,-
nana1257,-,-,-,-,m,-,u,-,-,-,r,-,-,u,-,m,-,u,r,-,u,b,-,-,y,i,-,-,-,-
nana1257,-,-,-,-,m,-,u,-,-,-,x,-,-,-,-,-,-,3,r,-,-,g,-,-,y,i,-,-,-,-
nana1257,-,-,-,-,m,-,u,-,-,-,r,g,y,i,-,m,-,3,r,-,-,g,-,-,y,i,-,-,-,-
ulch1241,-,-,-,-,m,-,u,-,-,-,r,-,-,u,-,m,-,u,r,-,u,b,-,-,y,i,-,-,-,-
ulch1241,-,-,-,-,m,-,o,-,-,-,r,-,-,o,l,m,-,o,r,-,o,-,-,-,l,-,-,-,-,-
orok1265,-,-,-,-,p,-,o,N,-,-,g,-,-,-,-,-,-,o,l,-,-,-,-,-,-,o,-,-,-,-
orok1265,-,-,-,-,m,-,o,-,-,-,r,-,-,-,-,-,-,o,l,-,i,S,-,-,-,u,-,-,-,-
oroc1248,-,-,-,-,b,-,o,n,-,-,b,-,-,-,-,-,-,o,-,-,-,k,-,-,-,o,-,-,-,-
oroc1248,-,-,-,-,b,-,o,n,-,-,b,-,-,-,-,-,-,o,l,-,-,k,-,-,-,a,-,-,-,-
udih1248,-,-,-,-,m,-,o,n,-,-,t,-,-,-,-,-,-,o,l,y,i,x,-,-,y,i,-,-,-,-
udih1248,-,-,-,-,b,-,o,m,-,-,b,-,-,-,-,-,-,o,l,y,i,x,-,-,y,i,-,-,-,-
kile1243,-,-,-,-,m,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-,-,g,-,-,-,i,-,-,-,-
even1260,-,-,-,-,b,-,u,u,-,-,X,-,-,-,-,N,t,u,-,-,u,X,-,-,l,i,i,X,-,-
even1260,-,-,-,-,b,-,u,u,-,-,X,-,-,-,-,N,5,u,-,-,u,X,-,-,l,i,i,X,-,-
even1260,-,-,-,-,b,-,u,u,-,-,X,-,-,-,-,N,5,u,-,-,u,X,-,-,q,a,a,X,-,-
even1260,-,-,-,-,m,-,e,-,-,-,r,-,-,-,-,-,-,e,-,-,-,-,-,-,t,i,-,-,-,-
manc1252,-,-,-,-,m,-,u,-,-,-,x,-,-,-,-,-,-,3,l,-,-,-,-,-,y,i,-,y,3,n
jurc1239,-,-,-,-,m,-,u,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,y,3,-
xibe1242,-,-,-,-,m,-,u,-,-,-,x,-,-,-,-,-,-,u,l,-,-,-,-,-,-,i,-,n,-,-
