language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
oroq1238,-,-,-,b,a,-,-,-,-,-,-,-,r,-,a,-,n,-,-
hail1248,-,-,-,h,3,-,-,-,-,g,-,-,d,-,i,-,-,-,-
negi1245,-,-,-,-,3,-,-,-,-,g,-,-,d,-,i,-,-,-,-
hiss1234,-,-,-,k,3,-,-,-,-,-,-,-,t,-,3,-,-,-,-
hiss1234,-,-,-,k,3,-,-,-,-,-,-,-,t,-,3,-,-,-,-
hiss1234,-,-,-,k,3,-,-,-,-,-,-,-,t,-,3,-,-,-,-
ilim1234,-,-,-,k,3,-,-,-,-,-,-,-,t,-,3,-,-,-,-
nort3334,-,-,-,k,3,-,-,-,-,-,-,-,t,-,3,-,-,-,-
solo1263,-,-,-,b,a,-,-,-,-,-,-,-,r,-,a,-,N,-,-
kuro1242,-,-,-,m,a,-,-,-,-,X,o,n,-,-,-,-,-,-,-
nana1257,-,-,-,-,3,-,-,-,-,g,-,-,d,y,i,-,-,-,-
nana1257,-,-,-,-,3,-,-,-,-,g,-,-,d,Z,i,-,-,-,-
nana1257,-,-,-,m,a,-,l,-,-,X,o,n,d,y,e,-,-,-,-
nana1257,-,-,-,m,a,-,l,-,-,X,o,-,-,-,-,-,-,-,-
ulch1241,-,-,-,-,3,-,-,-,-,g,-,-,d,-,i,-,-,-,-
orok1265,-,-,-,b,o,-,-,-,-,-,-,-,r,-,o,-,-,-,-
oroc1248,-,-,-,-,3,-,-,-,-,g,-,-,d,-,i,-,-,-,-
udih1248,-,-,-,-,3,-,-,-,-,g,-,-,d,-,i,-,-,-,-
kile1243,-,-,-,m,a,-,-,-,-,L,-,-,X,-,u,-,N,-,-
even1260,t,-,-,S,e,-,-,-,-,w,-,-,y,-,e,-,w,-,-
even1260,-,-,-,X,o,o,-,-,y,-,-,-,-,-,a,a,X,t,S
even1260,-,-,-,-,o,o,q,i,i,X,-,-,d,-,a,a,X,-,-
manc1252,-,-,-,g,3,-,-,-,-,-,-,-,r,-,3,-,n,-,-
jurc1239,-,a,m,b,a,-,-,-,-,-,-,-,l,-,a,-,-,-,-
xibe1242,l,o,-,v,-,-,-,-,-,-,-,-,d,-,o,-,-,-,-
