language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
oroq1238,-,i,-,r,-,i,-,-,k,-,t,-,-,-,-,3,-,-,-
hail1248,-,i,-,r,-,i,-,-,k,-,t,-,-,-,-,3,-,-,-
negi1245,-,i,-,-,-,-,-,-,k,-,t,-,-,-,-,3,-,-,-
hiss1234,-,i,-,r,-,i,-,-,k,-,t,-,-,-,-,o,-,-,-
hiss1234,-,3,-,r,-,3,-,-,k,-,t,-,-,-,-,3,-,-,-
hiss1234,-,i,-,r,-,i,-,-,k,-,t,-,-,-,-,3,-,-,-
ilim1234,-,i,-,r,-,i,-,-,k,-,t,-,-,-,-,3,-,-,-
nort3334,-,i,-,r,-,i,-,-,k,-,t,-,-,-,-,3,-,-,-
solo1263,-,i,-,r,-,3,-,-,-,-,t,-,-,-,-,-,-,-,-
kuro1242,-,i,-,r,y,i,-,-,k,-,t,-,-,-,-,3,-,-,-
nana1257,5,i,-,-,-,-,-,-,k,-,t,-,-,-,-,3,k,y,i
nana1257,-,i,-,-,-,-,-,-,k,-,t,-,-,-,-,3,x,y,i
nana1257,-,i,-,-,-,-,-,-,k,-,t,-,-,-,-,3,k,y,i
nana1257,s,i,-,l,w,u,-,-,k,-,t,-,-,-,-,3,-,-,-
ulch1241,s,e,-,-,-,-,-,-,-,-,n,-,o,-,n,o,-,-,-
orok1265,S,i,-,r,-,u,-,-,k,-,t,-,-,-,-,3,-,-,-
oroc1248,-,i,-,-,-,-,-,-,k,-,t,-,-,-,-,3,-,-,-
udih1248,-,i,-,-,-,-,-,-,k,-,t,-,-,-,-,3,-,-,-
kile1243,-,i,-,-,-,-,-,-,k,h,t,h,3,k,h,3,-,-,n
even1260,X,i,-,r,-,i,-,-,-,-,t,-,-,-,-,-,-,-,-
manc1252,y,3,-,r,x,u,-,-,w,-,-,-,-,-,-,3,-,-,-
jurc1239,-,i,-,r,x,u,-,-,w,-,-,-,-,-,-,3,-,-,-
xibe1242,n,i,y,r,n,i,m,o,x,-,-,-,-,-,-,-,-,-,-
