language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
oroq1238,d,-,Z,-,3,-,y,i,n,-,-,-,-,-,-,-,-
hail1248,d,-,z,-,3,-,x,i,n,-,-,-,-,-,-,-,-
negi1245,d,-,Z,-,i,-,y,i,n,N,i,d,3,g,d,3,-
negi1245,d,-,Z,-,i,-,y,i,n,N,i,d,-,-,-,3,-
negi1245,d,-,Z,-,i,-,x,i,n,N,i,d,3,g,d,3,-
negi1245,d,-,Z,-,i,-,x,i,n,N,i,d,-,-,-,3,-
negi1245,d,-,Z,-,e,-,x,i,n,N,i,d,3,g,d,3,-
negi1245,d,-,Z,-,e,-,x,i,n,N,i,d,-,-,-,3,-
hiss1234,d,-,Z,-,3,-,x,3,n,-,-,-,-,-,-,-,-
hiss1234,d,-,Z,-,3,-,w,3,n,-,-,-,-,-,-,-,-
solo1263,d,-,Z,-,3,-,x,i,-,N,-,-,-,-,-,-,-
kuro1242,X,a,s,-,-,-,-,-,-,-,-,-,-,-,t,a,-
nana1257,d,-,Z,-,3,-,w,u,N,-,-,i,-,-,y,3,-
nana1257,X,a,s,-,o,-,X,-,-,-,-,-,-,-,t,a,-
ulch1241,d,-,Z,-,3,-,-,u,n,-,-,d,-,-,Z,i,-
orok1265,d,-,-,-,3,-,-,u,n,-,-,d,-,-,Z,E,-
oroc1248,d,-,Z,-,E,-,-,-,5,-,-,d,-,-,Z,i,-
udih1248,d,-,z,y,i,-,y,e,N,-,3,d,-,-,z,3,-
kile1243,x,o,z,-,u,k,h,-,-,-,-,t,-,-,h,3,-
even1260,d,-,Z,-,e,-,x,e,n,-,-,-,-,-,g,e,x
manc1252,X,a,s,-,-,-,x,-,-,-,-,-,-,-,-,u,-
jurc1239,x,a,s,-,-,-,-,-,-,-,-,-,-,-,-,u,-
xibe1242,-,-,s,-,E,l,x,-,-,-,-,-,-,-,-,u,-
