language,x1,x2,x3,x4,x5,x6,x7,x8
chip1262,h,-,-,-,e,k,-,-
imba1240,p,-,-,-,i,-,-,-
azua1234,p,-,-,-,i,-,-,-
nort3351,p,-,-,-,i,-,-,-
napo1242,m,a,-,-,i,k,a,n
tena1240,p,-,-,-,i,-,-,-
sout2990,p,-,-,-,i,-,-,-
inga1252,p,-,-,-,i,-,-,-
clas1251,p,-,-,-,i,-,-,-
apol1241,p,-,-,-,i,-,-,-
puno1238,p,-,-,-,i,-,-,-
cusc1236,p,-,-,-,i,-,-,-
east2551,p,-,-,-,i,-,-,-
sout2991,p,-,-,-,i,-,-,-
coch1274,p,-,-,-,i,-,-,-
sant1432,p,-,-,-,i,t,a,X
huan1249,p,-,-,-,i,-,-,-
ayac1239,p,-,-,-,i,-,-,-
azan1238,p,-,-,-,i,-,-,-
sanp1258,p,-,-,-,i,-,-,-
apur1253,p,-,-,-,i,-,-,-
tana1291,p,-,-,-,i,-,-,-
cacr1238,p,-,-,-,i,-,-,-
yauy1235,p,-,-,-,i,-,-,-
chac1250,p,-,-,-,i,-,-,-
sanm1289,p,-,-,-,i,-,-,-
huay1241,p,-,-,-,i,-,-,-
jauj1238,p,-,-,-,i,-,-,-
paca1245,p,-,-,-,i,-,-,-
yaru1256,p,-,-,-,i,-,-,-
hual1241,p,-,-,-,i,-,-,-
huai1241,p,-,-,-,i,-,-,-
coro1247,p,-,-,-,i,-,-,-
caja1238,p,-,-,-,i,-,-,-
lamb1276,p,-,-,-,i,-,-,-
jaqa1244,q,a,t,S,i,-,-,-
cauq1239,q,a,t,S,i,-,-,-
