language,x1,x2,x3,x4,x5,x6,x7,x8
chip1262,-,k,u,L,a,k,-,a
imba1240,-,-,-,5,a,5,-,a
azua1234,-,-,-,5,a,5,-,a
nort3351,-,-,-,5,a,5,-,a
napo1242,-,-,-,5,a,5,-,a
tena1240,-,-,-,5,a,5,-,a
sout2990,-,-,-,5,a,5,-,a
inga1252,-,-,-,5,a,5,-,a
clas1251,-,-,-,5,a,5,-,a
apol1241,-,-,-,5,a,5,-,a
puno1238,-,-,-,5,a,5,-,a
cusc1236,-,-,-,5,a,5,-,a
east2551,-,-,-,5,a,5,-,a
sout2991,-,-,-,5,a,5,-,a
coch1274,-,-,-,5,a,5,-,a
sant1432,-,-,-,5,a,5,-,a
huan1249,-,-,-,5,a,5,-,a
ayac1239,-,-,-,5,a,5,-,a
azan1238,-,-,-,5,a,5,-,a
sanp1258,-,-,-,5,a,5,-,a
apur1253,-,-,-,5,a,5,-,a
tana1291,-,-,-,5,u,5,-,u
cacr1238,-,-,-,5,a,5,-,a
yauy1235,-,-,-,5,a,5,-,a
chac1250,-,-,-,5,a,5,-,a
sanm1289,-,-,-,5,a,5,-,a
huay1241,-,-,-,5,a,5,-,a
jauj1238,-,-,-,5,a,5,-,a
paca1245,-,-,-,5,a,5,-,a
yaru1256,-,-,-,n,a,n,-,a
hual1241,-,-,-,5,a,5,-,a
huai1241,-,-,-,n,a,n,-,a
coro1247,-,-,-,5,a,5,-,a
caja1238,-,-,-,m,a,s,-,a
lamb1276,u,k,-,n,-,-,-,i
jaqa1244,-,t,-,S,i,n,k,i
cauq1239,-,t,-,S,i,n,k,i
