language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
chip1262,l,i,k,z,-,-,-,-,-,-,-
imba1240,-,u,f,y,a,n,a,-,-,-,-
azua1234,-,u,p,y,a,n,a,-,-,-,-
nort3351,-,u,b,y,-,-,a,-,-,-,-
napo1242,-,u,p,i,-,n,a,-,-,-,-
tena1240,-,u,p,i,-,-,-,-,-,-,-
sout2990,-,u,p,y,a,n,a,-,-,-,-
inga1252,-,u,p,y,-,-,a,-,-,-,-
clas1251,-,u,p,y,-,-,a,k,u,n,i
clas1251,-,u,p,y,-,-,a,-,-,n,i
apol1241,-,u,p,y,-,-,a,-,-,-,-
puno1238,-,u,-,x,-,-,a,-,-,-,-
cusc1236,-,u,x,y,-,-,a,-,-,-,-
east2551,-,u,p,y,-,-,a,-,-,-,-
sout2991,-,u,x,y,-,-,a,-,-,-,-
coch1274,-,u,x,y,-,-,a,-,-,-,-
sant1432,-,u,p,y,-,-,a,-,-,-,-
huan1249,-,u,p,y,-,-,a,-,-,-,-
ayac1239,-,u,p,y,-,-,a,-,-,-,-
azan1238,-,u,p,y,-,-,a,-,-,-,-
sanp1258,-,u,p,y,-,-,a,-,-,-,-
apur1253,-,u,p,y,-,-,a,-,-,-,-
tana1291,-,u,p,y,-,-,a,-,-,-,-
cacr1238,-,u,p,y,-,-,a,-,-,-,-
yauy1235,-,u,p,y,-,-,a,-,-,-,-
chac1250,-,u,p,y,-,-,a,-,-,-,-
sanm1289,-,u,p,y,-,-,a,-,-,-,-
huay1241,-,u,p,y,-,-,a,-,-,-,-
jauj1238,-,u,p,y,-,-,a,-,-,-,-
paca1245,-,u,p,y,-,-,a,-,-,-,-
yaru1256,-,u,p,y,-,-,a,-,-,-,-
huai1241,-,u,p,y,-,-,a,-,-,-,-
coro1247,-,u,p,y,-,-,a,-,-,-,-
caja1238,-,u,p,y,-,-,a,-,-,-,-
lamb1276,-,u,p,y,-,-,a,-,-,-,-
jaqa1244,-,u,m,-,-,-,a,-,-,-,-
cauq1239,-,u,m,-,-,-,a,-,-,-,-
