language,x1,x2,x3,x4,x5,x6,x7,x8
chip1262,k,u,L,a,-,k,-,a
imba1240,-,-,5,a,-,5,-,a
azua1234,-,-,p,a,-,n,-,i
nort3351,-,-,p,a,-,n,-,i
napo1242,-,-,p,a,-,n,-,i
tena1240,-,-,p,a,-,5,-,i
sout2990,-,-,p,a,-,n,-,i
inga1252,-,-,p,a,-,n,-,i
clas1251,-,-,p,a,-,n,-,a
apol1241,-,-,p,a,-,n,-,a
puno1238,-,-,p,a,-,n,-,a
cusc1236,-,-,p,a,-,n,-,a
east2551,-,-,p,a,-,n,-,a
sout2991,-,-,5,a,-,5,-,a
coch1274,-,-,5,a,-,5,-,a
sant1432,-,-,p,a,-,n,-,a
huan1249,-,-,p,a,-,n,-,i
ayac1239,-,-,p,a,-,n,-,i
azan1238,-,-,p,a,-,n,-,i
sanp1258,-,-,p,a,-,n,-,i
apur1253,-,-,p,a,-,n,-,i
tana1291,-,-,p,a,-,n,-,i
cacr1238,-,-,p,a,-,n,-,i
yauy1235,-,-,p,a,-,n,-,i
chac1250,-,-,p,a,-,n,-,i
sanm1289,-,-,p,a,-,n,-,i
huay1241,-,-,p,a,-,n,-,i
jauj1238,-,-,p,a,-,n,-,i
paca1245,-,-,p,a,-,n,-,i
yaru1256,-,-,p,a,-,n,-,i
hual1241,-,-,p,a,-,5,-,i
huai1241,-,-,p,a,-,5,-,i
coro1247,-,-,p,a,-,n,-,i
caja1238,-,-,p,a,-,n,-,i
lamb1276,-,-,-,u,k,n,-,i
jaqa1244,t,-,S,i,-,n,k,i
cauq1239,t,-,S,i,-,n,k,i
