language,x1,x2,x3,x4,x5,x6
huay1241,S,i,m,i,-,-
jauj1238,S,i,m,i,-,-
yauy1235,S,i,m,i,-,-
hual1241,S,i,m,i,-,-
coro1247,S,i,m,i,-,-
paca1245,S,i,m,i,-,-
caja1238,S,i,m,i,-,-
lamb1276,S,i,m,i,-,-
napo1242,S,i,m,i,-,-
tena1240,S,i,m,i,-,-
sout2990,S,i,m,i,-,-
imba1240,S,i,m,i,-,-
inga1252,s,i,m,i,-,-
cusc1236,s,i,m,i,-,-
puno1238,s,i,m,i,-,-
east2551,s,i,m,i,-,-
ayac1239,s,i,m,i,-,-
sout2991,s,i,m,i,-,-
sant1432,s,i,m,i,-,-
chac1250,S,i,m,i,-,-
sanm1289,S,i,m,i,-,-
jaqa1244,S,i,m,i,-,-
cauq1239,s,i,m,i,-,-
chip1262,-,-,-,a,t,a
