language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
huay1241,-,-,-,-,h,a,l,k,u,-,-,S,-,-,a,-,-,-
jauj1238,-,-,-,-,h,a,l,k,u,-,-,S,-,-,a,-,-,-
yauy1235,-,-,-,-,-,-,-,-,i,-,-,L,-,-,a,-,-,X
hual1241,-,-,-,-,-,-,-,-,-,-,-,h,-,-,a,k,u,X
coro1247,-,-,-,-,-,-,-,-,i,n,a,L,-,-,a,-,-,-
paca1245,-,-,-,-,-,-,-,-,i,-,-,l,-,-,a,-,-,-
caja1238,-,-,-,-,-,-,-,-,i,-,-,L,-,-,a,-,-,x
lamb1276,-,-,-,t,S,-,-,-,u,n,d,Z,-,-,a,-,-,-
napo1242,-,-,-,t,S,-,-,-,u,-,-,S,-,-,a,-,-,-
tena1240,-,-,-,t,S,-,-,-,u,-,-,S,-,-,a,-,-,x
sout2990,-,-,-,t,S,-,-,-,u,-,-,S,-,-,a,-,-,-
imba1240,-,-,-,t,S,-,-,-,u,-,-,S,-,-,a,-,-,x
inga1252,-,-,-,t,S,-,-,-,u,-,-,s,-,-,a,-,-,-
cusc1236,-,-,-,t,S,-,-,-,u,-,-,s,-,-,a,-,-,X
puno1238,-,-,-,t,S,-,-,-,u,-,-,s,-,-,a,-,-,X
east2551,-,-,-,t,S,-,-,-,u,-,-,s,-,-,a,-,-,q
sout2991,-,-,-,t,S,-,-,-,u,-,-,s,-,-,a,-,-,X
sant1432,-,-,-,t,S,-,-,-,u,-,-,s,-,-,a,-,-,X
jaqa1244,-,-,-,-,-,-,-,-,-,-,-,h,a,m,a,-,-,-
cauq1239,-,-,-,-,-,-,-,-,-,-,-,h,a,m,a,-,-,-
chip1262,l,a,a,t,S,-,-,-,i,-,-,-,-,-,-,-,-,-
