language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
pahn1237,-,-,q,o,-,-,y,-,o,-,-,-,-
pahn1237,-,-,q,a,-,-,y,-,o,-,N,-,-
wuna1248,-,-,q,e,i,t,S,-,u,-,N,-,-
east2371,-,-,t,-,-,-,S,-,i,-,-,-,-
youn1235,-,-,k,i,-,k,y,-,a,-,N,-,-
youn1235,-,-,k,i,-,k,y,-,a,-,N,-,-
pana1310,-,-,g,a,-,N,Z,-,u,-,N,-,-
jion1236,-,-,k,E,-,-,Z,-,a,-,N,-,-
jion1236,-,-,k,a,-,-,Z,-,a,-,N,-,-
shee1238,-,-,k,a,-,-,z,-,u,-,N,-,-
shee1238,-,-,k,a,-,-,z,-,u,-,N,-,-
nort3244,-,-,k,-,-,-,-,-,a,-,N,-,-
hmon1264,-,-,k,-,-,-,-,-,a,-,N,-,-
hmon1333,-,-,t,-,-,-,S,w,3,-,n,-,a
larg1235,p,i,k,-,-,-,-,-,a,-,u,-,-
buna1273,-,-,t,-,-,-,S,-,e,y,N,y,a
buna1273,-,-,k,a,-,t,S,-,o,-,N,-,-
