language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
jion1236,-,-,N,k,-,-,-,-,-,-,-,-,-,o
jion1236,-,-,N,k,-,a,-,-,-,-,-,-,-,u
shee1238,-,-,-,k,-,a,N,k,-,-,h,-,-,u
shee1238,-,-,-,k,-,a,N,k,-,-,h,-,-,o
youn1235,-,-,-,h,-,a,-,k,-,-,h,-,-,o
youn1235,-,-,-,h,-,a,-,k,-,-,h,-,-,o
east2369,-,-,-,-,-,-,-,q,-,-,h,-,-,o
pana1310,-,-,-,-,-,-,-,-,-,-,f,-,-,o
nort2748,-,-,-,-,-,-,-,k,-,o,p,r,e,i
east2371,-,-,-,-,-,-,-,L,-,a,p,r,e,i
pahn1237,-,-,-,-,-,a,-,t,S,3,p,-,-,i
pahn1237,-,-,-,-,-,a,-,t,-,o,N,t,-,i
wuna1248,-,-,-,n,-,a,N,t,s,-,-,-,-,i
nort3244,-,-,-,h,-,3,-,-,-,-,-,-,-,u
hmon1264,t,a,u,h,-,a,-,-,-,-,-,-,-,u
hmon1333,t,o,w,h,-,o,-,-,-,-,-,-,-,w
larg1235,-,-,-,f,-,a,-,-,-,-,-,-,-,o
buna1273,-,-,-,v,y,a,-,-,-,-,-,-,-,-
buna1273,-,-,-,f,-,a,-,-,-,-,-,-,-,-
numa1251,k,-,-,h,-,o,-,-,-,-,-,-,-,n
